0.000000000000000000e+00 2.499318085682597612e+00 3.761989253428367430e+00 1.276625070764884207e+01 1.513048155219887780e+00 1.479607176180903760e+00 1.162222893877659979e+00 3.755951789417566467e+00 1.671095151634622855e+00 1.165743164952349309e+00 6.227751027385418858e+00 4.901596845036467087e+00 1.308196673663747589e+00 3.811167959063587851e+00 5.524276160799218793e+00 6.403258670068312064e+00 5.560536690463825593e+00 3.007383362218059020e+00 8.363614500450003986e-01 1.295678104429966782e+00 3.152106835674244767e+00 8.110766022361306504e-01 6.184122417960377760e+00 3.472863864048549409e+00 5.856136841750551270e+00 4.777012835512667088e+00 4.703438340673245399e+00 1.722240062420100415e+00 4.250971226126599056e+00 4.212540712215554706e+00 2.992054276944179136e+00 3.915341622045748426e+00 3.632763398028302060e+00 8.210901082917560601e+00 5.025023636509630798e+00 5.965898882003333625e+00 1.218426908433428268e+00 3.376749047941653536e+00 3.363341923937990696e+00 1.219473540790640520e+00 4.260971264363670130e+00 1.709379877824726668e+00 2.622697134872828517e+00 2.573130834605490858e+00 3.379218736673210266e+00 3.699639290902066779e+00 4.942837139449571815e+00 7.186288008137272421e+00 3.081391474125959373e+00 5.192848224619013742e+00 3.095246821501431711e+00 3.793843844580945035e+00 4.309386294201122070e+00 4.211844383597828312e+00 4.187395776744611275e-01 1.942747748558914411e+00 2.165372176140867300e+00 1.257184705813076064e+00 4.407452324824944867e+00 5.773932453817848254e-01 6.662458188221743738e-01 6.507300547580824102e+00 6.806593200698765056e-01 5.434872974628642162e+00 2.734986226299559675e+00 5.610774196326451246e+00 2.335896896799283251e+00 6.083897657569584005e+00 1.234713987492502607e+00 8.314485775702622483e-01 1.363196549655320222e+00 8.463713393544722852e-01
2.499318085682597612e+00 0.000000000000000000e+00 1.097403205071577181e+00 9.885799451959185191e+00 1.110761724007597095e+00 1.019776578182599591e+00 1.532669394244833949e+00 1.309048132250657748e+00 1.009505309535585482e+00 1.465211965922775583e+00 3.954943179695594058e+00 2.484065826511062003e+00 1.373884158112472331e+00 1.345171841580993677e+00 2.724813181278014085e+00 4.065206133985261872e+00 3.443796585374184094e+00 4.140103683443043803e-01 1.848571736529237119e+00 1.299992963408609148e+00 5.646096446412536274e-01 1.859062588105011349e+00 4.017277864918377794e+00 9.054987398314410241e-01 2.766758329653457693e+00 2.246400087910717769e+00 2.699360903308834825e+00 9.278686151230972623e-01 1.866858626529936060e+00 1.668521682807965423e+00 3.394409099563133747e-01 1.550695802693803804e+00 1.271570900467063225e+00 5.878295789410898031e+00 2.637870831425081164e+00 3.593181198772188445e+00 1.439595302439188540e+00 9.634762897034961915e-01 7.165854544296843542e-01 1.296462693548935396e+00 1.754634278368053968e+00 1.308443775346100235e+00 8.646752439385064770e-01 2.611203581611625246e-01 1.039707694793051695e+00 1.126610253490759828e+00 2.601399018986565004e+00 4.938583815094467866e+00 4.979893841378368324e-01 2.808064694047204934e+00 7.423037447350071538e-01 1.391780024086452849e+00 1.881099296797682063e+00 1.918412702462014119e+00 2.338804612503941449e+00 9.818675580429299110e-01 6.984116201011155711e-01 1.421133849779394165e+00 2.410362182423788191e+00 2.847633658833032655e+00 2.971413541576962913e+00 4.311231162426622632e+00 3.029073858239299089e+00 3.561033351649773859e+00 4.513373332549183714e-01 3.152461337173905420e+00 4.874254928015623323e-01 3.906409282363492608e+00 1.961251560428165952e+00 2.555814064471750857e+00 1.842431049578726832e+00 2.497878561033938460e+00
3.761989253428367430e+00 1.097403205071577181e+00 0.000000000000000000e+00 8.629746901880036347e+00 2.150642429173315495e+00 2.079009066906741143e+00 2.593780218606814625e+00 4.670361618389022307e-01 2.166493788436314460e+00 2.508738897894521536e+00 3.020022452673257085e+00 1.508152744212669871e+00 2.432457516442072532e+00 4.437445490769319489e-01 1.801783992696499359e+00 3.033955887188638734e+00 2.313160303757210379e+00 7.016872903561089947e-01 2.927966806629778151e+00 2.409382267088737262e+00 5.298310319577079763e-01 2.939802983901492972e+00 2.989209225642396550e+00 1.563130084243587736e-01 1.728020055918011888e+00 1.344486513510929182e+00 1.850536102315400999e+00 1.851543829038329481e+00 1.113944261919449952e+00 7.507662960101503247e-01 7.561013191362707664e-01 5.730868557203729896e-01 3.195434320232234948e-01 4.806039771081849210e+00 1.636416046229620669e+00 2.639674548567576551e+00 2.512312467500921187e+00 3.770623322221672291e-01 7.754805716254227210e-01 2.359756711102974247e+00 8.182341987941396111e-01 2.484892446779361830e+00 1.553378051184543196e+00 1.077437986282508309e+00 3.438155582137507049e-01 3.183375653803425798e-01 1.723901507260420018e+00 4.010193201083318115e+00 6.539039628637919321e-01 1.897396790013568868e+00 5.375711519596728660e-01 5.938440198674527215e-01 9.420856824592525047e-01 1.048255758195590470e+00 3.503179983509014939e+00 1.955011464798528387e+00 1.690662865825092620e+00 2.607458321029163528e+00 1.623241419818527653e+00 4.096697749962940449e+00 4.202696707776457430e+00 3.441798363279876760e+00 4.334308012083047501e+00 2.820954636003897509e+00 1.002731441416053304e+00 2.191373080595552025e+00 1.489887575349064575e+00 3.039250398057028235e+00 3.089620022893154072e+00 3.815063750501343165e+00 3.088005061035135945e+00 3.654558555377482865e+00
1.276625070764884207e+01 9.885799451959185191e+00 8.629746901880036347e+00 0.000000000000000000e+00 1.091532170499006504e+01 1.087358366224623119e+01 1.138934633213511027e+01 8.582103947719337711e+00 1.099560542038593169e+01 1.128405513271251515e+01 5.459185689550333898e+00 7.226802575435570475e+00 1.120405000775324744e+01 8.394844716186048217e+00 7.087887747104315572e+00 5.639387058077198311e+00 6.086564820100303308e+00 9.393877832732037803e+00 1.175592754827696673e+01 1.121651177511149200e+01 9.279934589347172746e+00 1.180036039661482228e+01 5.508464836139420839e+00 8.860908049440739731e+00 6.816318781957964035e+00 7.423139238694762554e+00 6.728607995642440720e+00 1.055339605929804137e+01 7.823752854352007624e+00 8.083231971894207391e+00 9.386317079070630953e+00 8.055987600043799546e+00 8.537631329414880454e+00 3.771562647180544126e+00 7.119247962652409889e+00 6.238491243580436496e+00 1.132725590309068586e+01 8.690869424468399274e+00 9.308539681567447488e+00 1.114947621317177351e+01 8.233137560950417821e+00 1.147621460379338387e+01 1.025879569889190002e+01 9.888248157776072134e+00 9.141068861385123867e+00 8.707035840168423135e+00 7.083725340206615151e+00 4.393669024431936521e+00 9.417958536611296338e+00 6.873824063259318606e+00 9.269348639530280209e+00 8.814925821170252362e+00 8.122299687279594949e+00 8.016659253668649399e+00 1.242768846802510119e+01 1.068890218618049381e+01 1.043615059729251016e+01 1.148908228278826904e+01 7.172317785249848754e+00 1.323055616553799219e+01 1.336555920882536874e+01 5.100316687981778507e+00 1.357947580867334381e+01 5.558713673001952849e+00 9.899556039198163404e+00 6.548340266408519739e+00 1.024576022090916183e+01 5.481395789486178671e+00 1.203568589817980694e+01 1.296333939512296141e+01 1.219908548078019983e+01 1.266022708000666874e+01
1.513048155219887780e+00 1.110761724007597095e+00 2.150642429173315495e+00 1.091532170499006504e+01 0.000000000000000000e+00 2.622685569488916180e-01 4.764294870781224933e-01 2.366463870139551950e+00 4.181588546051839828e-01 4.165005893075528487e-01 4.892275386160359396e+00 3.469453622719849140e+00 2.816674210011275714e-01 2.361495770652652482e+00 3.837196652422134147e+00 5.076095861301864964e+00 4.488904333592004470e+00 1.471554984199610283e+00 7.837351574718101066e-01 2.220365118805945337e-01 1.515629499363543964e+00 7.893709708403930936e-01 5.023609407717616548e+00 1.913530483813672189e+00 3.902371128308268933e+00 3.206390922736190863e+00 3.695859930370865687e+00 2.212098300021222708e-01 2.866146198947832513e+00 2.653281608872199548e+00 1.433441129601813913e+00 2.581864649137590728e+00 2.368288271334286321e+00 6.861402684945266728e+00 3.662889001866878047e+00 4.633480379677041405e+00 3.697272842081853472e-01 2.018021555747813611e+00 1.538841081562408730e+00 2.508969134710686832e-01 2.823079283187849509e+00 5.901541591235308637e-01 1.047476034463840078e+00 1.124661021061040600e+00 2.042765620219778810e+00 2.135424765833688010e+00 3.597760420080017507e+00 5.881531408756088375e+00 1.451830113212020379e+00 3.797052484194724187e+00 1.806099182296984962e+00 2.399965330847463107e+00 2.951378621006018665e+00 2.972530751182043574e+00 1.290895309335013508e+00 4.200245999012138243e-01 4.742456372808099840e-01 4.343969538720849899e-01 3.409555453122431690e+00 1.751863299162757182e+00 1.886931339362090343e+00 5.261244866692790900e+00 1.891917934638402077e+00 4.464642426547795750e+00 1.393351433772094250e+00 4.122752496468285344e+00 6.945176843891068819e-01 4.863880632916887770e+00 9.658562586141816730e-01 1.508623603059409346e+00 8.660919050854094525e-01 1.459723382220246002e+00
1.479607176180903760e+00 1.019776578182599591e+00 2.079009066906741143e+00 1.087358366224623119e+01 2.622685569488916180e-01 0.000000000000000000e+00 5.726487078730477798e-01 2.212048849085669122e+00 2.241960560519299095e-01 5.626855251027881311e-01 4.890461786997310156e+00 3.447558924599132713e+00 4.557330062552537586e-01 2.325401927826598047e+00 3.602346881833208503e+00 4.967138153910429565e+00 4.399854115692231282e+00 1.369376683420021168e+00 9.066855944193791261e-01 3.016177454601680075e-01 1.436239386771146043e+00 8.374848240965446777e-01 4.901292177624808843e+00 1.859041146828386282e+00 3.787050763363906114e+00 3.171328637042680754e+00 3.621120231592692917e+00 2.227573001709046152e-01 2.735275671295505084e+00 2.610910237929533029e+00 1.369410808498972676e+00 2.548688487192665164e+00 2.179421872864740539e+00 6.762112131202475673e+00 3.532771400767672265e+00 4.504758078421984280e+00 4.003538396609445105e-01 1.973413538048135019e+00 1.296427309887572266e+00 3.915278636126013900e-01 2.546777866941845492e+00 5.797487793101335773e-01 8.729501099102060513e-01 9.365664207196481295e-01 1.782348131066691321e+00 2.074920756172053071e+00 3.496727053423435372e+00 5.868561636104590029e+00 1.348610522004356937e+00 3.751216815848921193e+00 1.558448720170164892e+00 2.139138656775636971e+00 2.736882614903362931e+00 2.770157262011519794e+00 1.288554311446500567e+00 5.182197491258287991e-01 4.402263271261254163e-01 5.652514291046122352e-01 3.269205035126693470e+00 1.803402165092367504e+00 1.941305106842570849e+00 5.184153072169810805e+00 1.979676588056670239e+00 4.370632157685632180e+00 1.117446341756896500e+00 4.099743995450586098e+00 6.001993759986222754e-01 4.805994757309695053e+00 1.011408740372260917e+00 1.578046305170493380e+00 9.570894681244701552e-01 1.505402004873390487e+00
1.162222893877659979e+00 1.532669394244833949e+00 2.593780218606814625e+00 1.138934633213511027e+01 4.764294870781224933e-01 5.726487078730477798e-01 0.000000000000000000e+00 2.782364840405923800e+00 7.086611296000039362e-01 1.446853960933897065e-01 5.387619372707824539e+00 3.969204210117055709e+00 1.998616300344911445e-01 2.840384467198954876e+00 4.292614147902009236e+00 5.473107988850216543e+00 4.800285257508086545e+00 1.902965760745522150e+00 3.882470906784055709e-01 3.074539289319729862e-01 2.019552663634664569e+00 3.450271512306702926e-01 5.373589428944810287e+00 2.407430951938231090e+00 4.422540273962312973e+00 3.761239801625491097e+00 4.097673952502875139e+00 6.549244585395976870e-01 3.347311949967017419e+00 3.184578751524216322e+00 1.867240124006396051e+00 2.989272671057689124e+00 2.698017389997993121e+00 7.252141745035208587e+00 4.058417129342325680e+00 5.061207442429972225e+00 1.899788955445612937e-01 2.417740592212098250e+00 1.935380935537923230e+00 3.076534912380637921e-01 3.177544692934043624e+00 6.325330650359937135e-01 1.303127710640409331e+00 1.527601561945860942e+00 2.413039006691994448e+00 2.651474955318196436e+00 4.055760367196109328e+00 6.363767914234351508e+00 1.925761835910236197e+00 4.283761430428124406e+00 2.133830246525417529e+00 2.812296488988582421e+00 3.331492637633127973e+00 3.362025875830093824e+00 8.881797439949018491e-01 6.249125164938249544e-01 9.255610711177727490e-01 1.564849868155331059e-01 3.822267227500510511e+00 1.404234913907819848e+00 1.533760115052212436e+00 5.728040613663592850e+00 1.580197651999311059e+00 4.914793062685815173e+00 1.759696517528074322e+00 4.635757122438651123e+00 1.145312669602041034e+00 5.329672431586528702e+00 5.003408697292146545e-01 1.133830891949286768e+00 5.384605004931973804e-01 1.033783571306016835e+00
3.755951789417566467e+00 1.309048132250657748e+00 4.670361618389022307e-01 8.582103947719337711e+00 2.366463870139551950e+00 2.212048849085669122e+00 2.782364840405923800e+00 0.000000000000000000e+00 2.297523596173730809e+00 2.688491618187425214e+00 2.772906467483598814e+00 1.248137585231226865e+00 2.634374908689770312e+00 2.780920439105252218e-01 1.389273579089231436e+00 2.779283679034906029e+00 2.094196164883088684e+00 1.023887191577181222e+00 3.090382005767701834e+00 2.511067128413427163e+00 8.384261341365796261e-01 3.045894062314232098e+00 2.747442595549668187e+00 4.783679237871044654e-01 1.424015889872267238e+00 1.067275070950670424e+00 1.492145336040889170e+00 2.135545816499065719e+00 6.713548197149530328e-01 4.512978362064674065e-01 1.130258326282009174e+00 3.539751898344817849e-01 1.988727099045891900e-01 4.613935336714233948e+00 1.334318913924267935e+00 2.296054395395519698e+00 2.652953894721323813e+00 5.522037684619902631e-01 1.119403749832240003e+00 2.464211724982274809e+00 4.459246689360299998e-01 2.644949544373780270e+00 1.862767944671156251e+00 1.283957111027288489e+00 5.619518869246691306e-01 2.049867906695705400e-01 1.361304602837445810e+00 3.760302630024107806e+00 9.454882535146652556e-01 1.586352183254496229e+00 7.806153148311583134e-01 2.363146885049450252e-01 5.720427490098791701e-01 6.450892625894811827e-01 3.552706455442023348e+00 2.289484426554407204e+00 1.991797468737516619e+00 2.766740532188139312e+00 1.234439809776599395e+00 4.186026955586662268e+00 4.347021908587962891e+00 3.106436598729342080e+00 4.460111689538489799e+00 2.477484741743422703e+00 1.205522064801472837e+00 1.937565107861643376e+00 1.796137394546971633e+00 2.706865537243902331e+00 3.262003498201074159e+00 3.935269666856293203e+00 3.215339004432084202e+00 3.818545189500552883e+00
1.671095151634622855e+00 1.009505309535585482e+00 2.166493788436314460e+00 1.099560542038593169e+01 4.181588546051839828e-01 2.241960560519299095e-01 7.086611296000039362e-01 2.297523596173730809e+00 0.000000000000000000e+00 6.650517504930587576e-01 5.013392197267734218e+00 3.536800134002364260e+00 5.948608223133462491e-01 2.366337852231109373e+00 3.667475214932219618e+00 5.082820126215059631e+00 4.394592632900637064e+00 1.434451821600911448e+00 1.027568185044535065e+00 4.286907286994639521e-01 1.542869613645125204e+00 8.958927624697889947e-01 4.996586601783703507e+00 1.956661119979882235e+00 3.857862871390196347e+00 3.308786374325728197e+00 3.614448893142420793e+00 4.269840882402082816e-01 2.874879100902885121e+00 2.725293831257419974e+00 1.382299399804488793e+00 2.564888767224466015e+00 2.230457544224880184e+00 6.900170695759776152e+00 3.631451857452590470e+00 4.581419051328799341e+00 5.077320793043235136e-01 1.986862591081245188e+00 1.317196314553969794e+00 5.259413142682713982e-01 2.592479488274047839e+00 4.044872959863564654e-01 6.464401675071703712e-01 1.035018603003321935e+00 1.812111009956541618e+00 2.178634684498693908e+00 3.615042940889038547e+00 6.006004933385812983e+00 1.438174694835694156e+00 3.862451141737900606e+00 1.566438505823154692e+00 2.182470485560775941e+00 2.744884211827542941e+00 2.793460949228840917e+00 1.409737850913086454e+00 4.314425501363320925e-01 3.622898290372496555e-01 6.633465880377032997e-01 3.217958898458360029e+00 1.868351832705797966e+00 2.022981092688504123e+00 5.309616917220195909e+00 2.067571917066525877e+00 4.381497206368090147e+00 1.101429803319496692e+00 4.217024376963506960e+00 6.144154482319463817e-01 4.933896750683454790e+00 1.034570992235153364e+00 1.615659306859900335e+00 9.167624865108420229e-01 1.568277602297445616e+00
1.165743164952349309e+00 1.465211965922775583e+00 2.508738897894521536e+00 1.128405513271251515e+01 4.165005893075528487e-01 5.626855251027881311e-01 1.446853960933897065e-01 2.688491618187425214e+00 6.650517504930587576e-01 0.000000000000000000e+00 5.267773897844210573e+00 3.862787511591784462e+00 1.237828910061441468e-01 2.757502431395217446e+00 4.189393144294371041e+00 5.377133272961184041e+00 4.761616905355238849e+00 1.826180495950244342e+00 4.024613275787798372e-01 2.709526123003492826e-01 1.902346644408743126e+00 3.978763407254261586e-01 5.288740358057479440e+00 2.298818657246547659e+00 4.290088044327628580e+00 3.618922759448429893e+00 4.018757460171350715e+00 6.257141704376784075e-01 3.203491669865500491e+00 3.060556013107516016e+00 1.807946645583107692e+00 2.935120103988397400e+00 2.642821522040780913e+00 7.149601772802183675e+00 3.973591612150183305e+00 4.966903156991913981e+00 2.214041495093486134e-01 2.366654066086145924e+00 1.867897245373416393e+00 2.058365679719315611e-01 3.096352790492154394e+00 6.628832335048272517e-01 1.282627451711925159e+00 1.419741567634150492e+00 2.327144889618931956e+00 2.530028551335372189e+00 3.940712525802373190e+00 6.241963759134874223e+00 1.813893984630244871e+00 4.165645239066241068e+00 2.080009888194762180e+00 2.716927701119094873e+00 3.252191749624745221e+00 3.274826518140931508e+00 9.130383710344059933e-01 5.609230193159996380e-01 8.429505637387393335e-01 2.573289319156546462e-01 3.726848870844194916e+00 1.395116037705944612e+00 1.523620158061254726e+00 5.602117590464263941e+00 1.555476575874047862e+00 4.784745207587209670e+00 1.692316718378208629e+00 4.519101645740774664e+00 1.047280818195721608e+00 5.203748783913419551e+00 6.445565405689086536e-01 1.159074572782456070e+00 6.583963309593053870e-01 1.070035549364436012e+00
